Song ID, Variance, Mean Rating, Score, Num Users
468, 0.3275916422755921, 1.1869565217391305, 0.8593648794635383, 230
1709, 0.34821135472551823, 1.202970297029703, 0.8547589423041847, 404
187, 0.34088444439091825, 1.1827411167512691, 0.8418566723603509, 197
1619, 0.3189224282380734, 1.1575091575091576, 0.8385867292710842, 273
2225, 0.3114089010222195, 1.1419354838709677, 0.8305265828487481, 155
462, 0.4627129441231912, 1.2928994082840237, 0.8301864641608325, 338
1301, 0.3487465283156138, 1.1770491803278689, 0.8283026520122551, 305
1595, 0.35696627178295, 1.183206106870229, 0.826239835087279, 262
218, 0.3817496945123896, 1.207852193995381, 0.8261024994829914, 433
1280, 0.3282478184523967, 1.1533546325878594, 0.8251068141354627, 313
1590, 0.34113565511872257, 1.1649484536082475, 0.8238127984895249, 194
211, 0.42408027771282364, 1.2457264957264957, 0.8216462180136721, 468
1620, 0.339837329297872, 1.1594202898550725, 0.8195829605572005, 207
1154, 0.3994628159312023, 1.2144772117962466, 0.8150143958650442, 373
193, 0.3634431229457735, 1.1776315789473684, 0.8141884560015948, 152
209, 0.4501755495541715, 1.2616279069767442, 0.8114523574225727, 344
487, 0.41799937604789733, 1.228956228956229, 0.8109568529083317, 297
839, 0.3563720467564833, 1.160883280757098, 0.8045112340006146, 317
1248, 0.4041968126088489, 1.2079510703363914, 0.8037542577275425, 327
234, 0.35763534257082286, 1.161137440758294, 0.8035020981874711, 211
1624, 0.30584992953676166, 1.108910891089109, 0.8030609615523474, 202
2539, 0.42076804573593846, 1.2215909090909092, 0.8008228633549708, 176
469, 0.40112497154509563, 1.1954545454545455, 0.7943295739094499, 220
496, 0.3720822802794914, 1.1654676258992807, 0.7933853456197892, 278
1156, 0.435263138711144, 1.2272727272727273, 0.7920095885615832, 176
1240, 0.35716869562615133, 1.1466666666666667, 0.7894979710405154, 150
1631, 0.36335317513493226, 1.1490683229813665, 0.7857151478464343, 161
1634, 0.4192239064590338, 1.202247191011236, 0.7830232845522023, 178
1159, 0.40235292451897997, 1.18503937007874, 0.7826864455597601, 254
220, 0.45323359749462316, 1.234866828087167, 0.781633230592544, 413
5880, 0.9234437316611899, 1.7050359712230216, 0.7815922395618318, 139
1587, 0.43653324907798274, 1.2146596858638743, 0.7781264367858916, 191
1663, 0.3662136177046667, 1.1407766990291262, 0.7745630813244595, 206
494, 0.44458145634310076, 1.2168141592920354, 0.7722327029489346, 226
1638, 0.4377339210340003, 1.2089041095890412, 0.7711701885550408, 292
474, 0.40505838080509304, 1.1759656652360515, 0.7709072844309585, 233
1675, 0.372862794646153, 1.1401273885350318, 0.7672645938888788, 157
1626, 0.43352860833558, 1.2, 0.7664713916644199, 185
1263, 0.44878321056497505, 1.215, 0.766216789435025, 200
165, 0.47136319330240767, 1.2369337979094077, 0.7655706046070001, 287
1150, 0.4400161100481851, 1.2044198895027625, 0.7644037794545774, 181
