192,6204
1714,4674
206,4193
190,4146
194,3578
202,3041
382,3022
2528,2836
4757,2553
3330,2434
801,2092
201,2046
211,2042
1709,2032
43,1916
7335,1915
218,1881
435,1835
8982,1811
220,1794
1716,1793
210,1786
1097,1738
1154,1727
4386,1722
29631,1719
5743,1656
1704,1642
208,1629
148,1623
4214,1594
215,1588
486,1586
3711,1575
462,1507
282,1493
186,1486
1613,1463
4032,1462
229,1446
1248,1423
209,1402
7733,1394
207,1377
814,1368
506,1333
1060,1323
6015,1321
487,1312
1648,1308
1301,1307
1280,1298
1153,1290
476,1252
3359,1239
4738,1231
89,1229
1638,1221
1160,1192
175,1179
1145,1176
460,1147
1157,1146
3065,1129
9339,1121
1597,1113
5880,1113
692,1109
468,1107
2235,1102
839,1100
1595,1092
1672,1088
165,1085
3331,1069
482,1060
156,1039
495,1023
3068,1011
9834,1007
496,1000
1643,997
6016,969
2348,965
2531,964
69,958
481,958
1203,951
5049,946
1609,945
494,942
1619,941
1642,939
1578,932
2391,928
1159,918
2524,913
1639,909
3410,866
1666,865
1263,858
11600,848
1653,845
1158,825
6086,818
177,814
359,806
1652,800
1384,797
1552,793
1624,791
474,791
3161,784
2539,779
1647,774
6151,773
187,769
469,767
13376,761
2272,761
1269,760
1629,759
2821,759
1663,757
1599,756
1659,754
5462,746
11723,737
2411,736
167,736
1792,735
1620,729
10078,726
1156,724
1634,717
2488,715
1670,708
11388,704
9,698
1621,694
5953,691
471,691
2499,691
1626,686
221,683
13638,682
6352,682
832,678
673,670
1162,669
17026,668
2735,668
14324,667
1661,667
11407,666
234,664
1148,661
1214,658
343,657
3832,655
19673,655
1936,654
313,653
1632,648
8868,648
161,645
9055,643
1590,635
3166,635
6445,633
2578,631
193,629
8727,626
3557,626
1147,624
17234,623
5021,622
1631,620
2502,618
1872,617
1612,613
1871,606
4096,605
1240,596
9051,595
472,592
1152,589
3433,588
5927,584
2225,580
1587,579
1184,579
4839,574
3038,574
1480,571
1036,570
2368,569
3700,567
1655,566
1161,565
1357,564
1628,564
917,564
1667,562
1618,561
464,561
3709,561
5835,556
1611,553
5848,552
18695,550
1616,544
1155,542
157,541
9047,541
1573,541
6107,538
3646,537
7464,537
356,534
1150,534
1219,531
7348,531
181,527
555,526
1651,524
18862,519
4732,518
2587,518
324,513
9714,511
1828,511
6358,511
4775,507
2489,506
7362,505
4079,505
436,503
24155,503
9902,502
78,501
6520,500
4755,500
2951,498
12,497
9794,497
179324,496
9662,494
453,492
12513,492
271,488
1602,486
1636,484
955,483
779,483
14043,482
7930,479
1180,477
8838,476
2228,476
7927,476
2408,474
1673,473
1144,473
3284,472
3445,471
1592,471
1151,470
380,469
286,469
2919,468
7194,465
8532,462
1948,460
5598,458
9136,458
17866,456
1186,455
4705,455
7520,454
5822,453
8404,450
355,448
480,447
1305,445
3374,444
706,443
3335,442
14624,442
9034,441
12805,440
1211,439
1679,438
5753,437
2506,436
461,435
2560,435
2486,434
1675,433
1610,431
5869,431
13401,430
8552,430
5906,430
470,428
1977,428
1471,428
3991,428
672,427
791,424
1275,423
4853,423
21605,423
18415,420
14240,420
5394,420
2227,419
19239,419
33,418
3815,418
11019,416
222,416
